"RMSE","f.0","f.1","f.2","f.3","f.4","f.5","f.6","f.7","f.8","f.9","f.10","f.11","f.12","W.1","W.2","W.3","W.4","W.5","W.6","W.7","W.8","W.9","W.10","W.11","W.12","S.1","S.2","S.3","S.4","S.5","S.6","S.7","S.8","S.9","S.10","S.11","S.12","w.1","w.2","w.3","w.4","w.5","w.6","w.7","w.8","w.9","w.10","w.11","w.12","s.1","s.2","s.3","s.4","s.5","s.6","s.7","s.8","s.9","s.10","s.11","s.12","r.1","r.2","r.3","r.4","r.5","r.6","r.7","r.8","r.9","r.10","r.11","r.12","Rsq","Temp.1","Temp.2","Temp.3","Temp.4","Temp.5","Temp.6","Temp.7","Temp.8","Temp.9","Temp.10","Temp.11","Temp.12","RelH.1","RelH.2","RelH.3","RelH.4","RelH.5","RelH.6","RelH.7","RelH.8","RelH.9","RelH.10","RelH.11","RelH.12"
0,0.0760368663594471,0,0.0603166095569834,0.135841713811619,0.148886373610998,0,0.156988192663176,0.119394973124354,0,0.158686032584116,0.143849238289307,0,0,0,-0.916066734545197,10.8939959556088,-3.59504497300049,0,3.39742505634314,3.47591161122396,0,4.31290555864018,-5.06593713830254,0,0,0,-9.85852491986626,-2.74872007776254,0.332975250926983,0,-4.02915676800412,8.04142214260273,0,1.51057108700315,-4.81641558722326,0,0,1,4.94248823921299,3.83005968678126,4.14437445951113,1,3.75098515972078,4.3658538433094,1,3.37982755087575,3.25737635347019,1,1,1,2.92990379159633,4.34739053579452,3.11078988931808,1,2.97465270051318,4.06032473527527,1,3.54499557219479,2.94987374910688,1,1,0,-0.102531306983314,-0.0288172811539879,-0.030740618776208,0,-0.0740452584064054,-0.278764472815379,0,-0.203521246704742,0.0693674652269078,0,0,0.996055734394982,0,9.1973319617363,13.8127406490235,17.6975037577262,0,14.2161792197276,19.3667723060618,0,17.5630819809065,11.4770243899649,0,0,0,48.052348108879,55.26332112649,62.7770306155849,0,57.7927166435807,64.3424751016293,0,59.9373673221951,63.3348466897612,0,0
0,0.0599078341013825,0,0.127447603445071,0.169360061509837,0.197409323713853,0.0833237291036338,0.113697133427619,0.144812207581275,0,0.104042107117329,0,0,0,0,-4.64499856680787,10.5582787191136,-3.92628149569852,3.00261232791238,4.09270849928362,3.77909143458456,0,4.59180108098431,0,0,0,0,-5.38409186489495,-3.2636355533696,0.233578731139411,-7.1433403880941,-2.40555240484889,7.84125121718639,0,2.73055468562487,0,0,0,1,3.57251871771413,4.0565172879481,4.3562413708835,3.87836633668996,3.53088824260175,4.7569375112595,1,3.45837211554055,1,1,1,1,3.33620293443352,4.46724311155644,3.51616942733876,3.7909233489191,2.38170856802481,4.29117710655578,1,2.99315528166682,1,1,1,0,0.00894244350820968,0.145583917366436,-0.0144670332693373,0.353009412361358,0.145441835595321,-0.309671889831465,0,-0.160800398952257,0,0,0,0.996281940268393,0,16.9633638204357,14.8984313553221,16.2201125701742,14.647735626146,14.6788149285897,18.018805266283,0,19.6985099206833,0,0,0,0,76.0426387507004,50.3569576882575,59.7179141016334,50.7397519016759,50.6542769432778,50.5640594345703,0,54.1565740374168,0,0,0
0,0.0403225806451613,0.0779645651911442,0,0.099221310730755,0,0.123136163224974,0.185453148590492,0.103351545994933,0.221567176171966,0,0.0753170914060147,0,0.0736664180445599,1.31701995581989,0,13.007985922258,0,3.32350822654526,6.91524330605366,6.27351083684103,-5.77491976592651,0,0.226444878416433,0,0.270359039979154,3.10253181679899,0,-2.87669643809224,0,-7.15868605118916,-1.15171285344766,6.179304063002,-1.29417646817386,0,-3.06895731182069,0,9.59894282592768,3.16289724457124,1,3.30458257686641,1,4.97588986242499,3.05364068661644,3.92971115296565,3.65877423865474,1,3.22329339554625,1,3.69855583774813,2.81988574368623,1,4.62257998789094,1,3.61841393598032,3.24295771505668,3.34962234041721,4.51307536303936,1,2.93807223883417,1,4.34109441027227,-0.080765382460657,0,0.184504306268604,0,0.128282682187608,0.138139229649004,-0.0226829988392534,-0.0716895967616944,0,0.0837611689829163,0,-0.203457472770088,0.995145042785558,19.6942567350856,0,15.5314089966645,0,15.6847041382235,18.1971289816382,20.9636911093526,18.1452101365126,0,11.1431801933314,0,20.6222272369185,52.4440051261449,0,46.375789342808,0,46.8330051298325,43.6978864340233,49.8408784288514,79.7336430726372,0,43.6020538624252,0,50.7167752184743
0,0.0529953917050692,0,0,0.176929113532253,0,0.177159002516268,0.277571032031503,0,0.158510230198033,0,0,0,0.156835230016874,0,0,9.04096911647277,0,-0.614002561571662,6.74499126496369,0,-6.1023849792705,0,0,0,0.733020504678768,0,0,-3.64278475365418,0,-5.56058459072471,1.64476333197068,0,0.171929097483473,0,0,0,6.91740455311873,1,1,4.58448798470951,1,5.35272846220896,4.79903206643786,1,3.68491847786757,1,1,1,4.02629824865009,1,1,4.03906944767266,1,4.04721411004345,4.25919273194461,1,4.08091398787933,1,1,1,4.96949340763198,0,0,-0.0325822107440432,0,-0.162231117391814,0.0492888722803717,0,-0.0916106917656338,0,0,0,-0.282504945889608,0.993969432501968,0,0,16.6870512671357,0,16.8371436672047,17.8147813815931,0,17.9130832807895,0,0,0,21.2567308507861,0,0,42.6492380642868,0,46.3158977810853,39.0543954777181,0,56.2328671134826,0,0,0,47.4241407668238
0,0.0380184331797235,0,0,0.343433767284387,0,0.167387328906147,0,0.125169298778575,0.244983923563617,0,0,0,0.08100724828755,0,0,8.76165413365655,0,3.1461004320266,0,3.11668051087846,-5.83806930423648,0,0,0,-1.94192644135963,0,0,-0.740184380267197,0,-4.71754860427862,0,3.98019879725878,-0.652618014766179,0,0,0,9.58470308327447,1,1,4.46024519020775,1,4.23445759539669,1,3.55364061055777,3.85395871666431,1,1,1,2.89861729710608,1,1,5.01211771127187,1,4.41792352325227,1,3.98165776686135,4.58861725410073,1,1,1,4.1628199602539,0,0,-0.0888336251622466,0,0.118572225905544,0,-0.0644001074760672,-0.126970473037167,0,0,0,-0.126330706065148,0.994759831068508,0,0,17.7951547806338,0,16.3594501382967,0,20.7305709196146,19.9372981279251,0,0,0,25.1763070607944,0,0,33.605858224981,0,40.5679497518765,0,43.6597847955948,51.996000352666,0,0,0,56.7316910707966
0,0.0403225806451613,0,0,0.176571841488681,0.101609418077336,0.219927481206755,0,0,0.1935167783697,0.164905830219012,0,0,0.103146069993356,0,0,10.5446629682993,-0.882693819744489,3.27339825398591,0,0,-6.96240391353322,5.37297472414373,0,0,-1.31058618300414,0,0,-0.838889815385474,1.86199442121666,-4.99166251378704,0,0,0.347325666473608,1.67464594521944,0,0,8.83181448042429,1,1,3.87032497267944,3.21011271373927,5.22152797859345,1,1,3.25336057495745,2.66656813490424,1,1,2.79720139391537,1,1,4.73506198634979,5.00997186022184,4.04728438960059,1,1,4.25282969489064,4.06263567326501,1,1,4.15117424321897,0,0,-0.0276106726165404,-0.272458235985246,0.065681839904081,0,0,-0.0536728927629132,-0.0499868642666972,0,0,-0.286358432129527,0.994307545001683,0,0,17.3104690159174,17.1068568038481,16.2697793727794,0,0,18.057523071963,17.2986724426008,0,0,20.6463959823885,0,0,33.2568406675265,43.0076803181141,42.0280556210768,0,0,76.3871552834411,32.8514014114334,0,0,44.3010060737427
0,0.0472350230414746,0,0,0,0,0,0.299335053203764,0,0.151572764487588,0.234535468465742,0.147642105947202,0,0.11967958485423,0,0,0,0,0,6.32207782797057,0,-6.94670657078398,3.90454743508633,-1.69048373843443,0,-2.0911535169283,0,0,0,0,0,-3.41032934556843,0,1.95130968744266,2.22467536213596,-3.01207037282089,0,8.57760065786014,1,1,1,1,1,5.4273037318797,1,3.00430925998416,4.05028153532709,4.82075641212688,1,2.3590736805925,1,1,1,1,1,4.40358461748577,1,3.33950378505932,3.66252028152361,3.39712590332859,1,3.7948285947512,0,0,0,0,0,0.207113549783889,0,0.0771085994336727,-0.105316297725795,0.243833102501399,0,-0.029133277466131,0.992323697174085,0,0,0,0,0,15.2084034007733,0,18.257354628801,15.3189249531783,15.6018638837027,0,23.0281995834873,0,0,0,0,0,46.0583691848769,0,83.3854451354463,45.9009920389166,47.6571906239333,0,68.6295944568708
0,0.0714285714285714,0,0,0,0,0,0.230838599885966,0,0.211677358505357,0.235188063304242,0,0.0829127470779296,0.167954659797934,0,0,0,0,0,5.6319887903067,0,-5.34489635740318,3.72441126935247,0,-3.3937279434456,-0.942164635039447,0,0,0,0,0,-3.40672680824772,0,-0.86966681280572,0.444612097562155,0,3.72477802224203,6.72505879840391,1,1,1,1,1,5.47230547937683,1,3.54211124027963,2.94533607455549,1,2.69907312395912,2.49265819735143,1,1,1,1,1,4.14785485303342,1,4.02391648659454,3.26400496023573,1,3.00548902332405,4.11087701725255,0,0,0,0,0,0.223820296863272,0,-0.170948477561964,0.214756386744624,0,0.0557328633003929,-0.171233375358432,0.993479641696513,0,0,0,0,0,13.460420861049,0,15.9214126721958,13.2636631294459,0,21.1273666127915,18.0287946041589,0,0,0,0,0,50.1771545794971,0,66.1073408032255,49.0066246350372,0,74.723997113345,51.7938293231269
0,0.119815668202765,0,0,0,0,0.245313010827101,0.0893476887740001,0,0.183885296513536,0.189565016417883,0,0,0.172073319264715,0,0,0,0,0.290541115273624,8.24291338949714,0,-4.66705928242907,3.07921825831052,0,0,-1.23842311361614,0,0,0,0,-3.11933374405741,-1.77222706809976,0,0.867011870732187,1.44661946076308,0,0,6.24661758861025,1,1,1,1,4.4902372222277,4.18488919525691,1,3.36889910900522,2.80214882201366,1,1,2.36692786694637,1,1,1,1,3.90841189016939,4.60042530582912,1,3.40084573039221,2.95555790546999,1,1,3.9565441405161,0,0,0,0,0.179996708275698,-0.152603832040074,0,0.190232473436416,-0.274552631874246,0,0,0.0862573909963732,0.995787107105363,0,0,0,0,12.4222963934429,12.0766594548665,0,12.8339134303945,13.1224028882061,0,0,16.4454278044781,0,0,0,0,55.664403429127,54.2962324674816,0,57.5735906520082,52.4323547743711,0,0,60.4405971853677
0,0.213133640552995,0,0,0,0.0663300101827516,0.0688730617216939,0.101007223970772,0.101458073375118,0.150420890521227,0.108419182819069,0.118737160960433,0,0.0716207558959412,0,0,0,-1.37862454843555,1.85836122602238,7.46498457928924,1.08623245365092,-4.92692077090324,4.3315169518938,-1.69048298678141,0,-1.04310146468245,0,0,0,2.06938606585269,-1.25217668814489,-2.69776339571973,6.2243317913245,-0.627216152118017,0.986715629956089,-3.39304410061879,0,5.883610730703,1,1,1,2.83924452753259,2.1077454841701,4.10696495903135,3.17138562746371,3.19083502413134,2.27277387370668,2.59097901672781,1,1.79735517625905,1,1,1,2.40080973271554,3.17595748814986,4.31211493471492,4.4579618138696,3.92571848085722,2.5166752874566,3.96793896810012,1,2.23090612989089,0,0,0,0.5085248424749,-0.279596396063396,-0.0119810496002033,-0.29798213103784,0.227097256175394,-0.291773750814138,0.102708557056762,0,0.0787192815205984,0.997902891589279,0,0,0,13.2246342825461,11.5318647385759,8.58891972296212,13.9742671293555,19.5733696480509,10.3682448846162,13.0952442571477,0,19.551866437495,0,0,0,77.0418126085395,59.5285900731928,59.3356800301175,73.877500653119,83.4085355078182,67.8704889604683,76.6396566550995,0,83.1927905506296
